chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue),name,mean
chr7,101565520,101565912,393,101565714,43.79,34.7042,11.1976,31.5337,replikate2_peak_24410,101565716
chr7,101599159,101599413,255,101599278,9.45,6.95302,5.22252,4.40418,replikate2_peak_24411,101599286
chr7,101649769,101650076,308,101649900,15.46,13.2307,7.91396,10.4539,replikate2_peak_24412,101649922.5
chr7,101690185,101690624,440,101690378,25.76,19.6141,8.91973,16.6902,replikate2_peak_24413,101690404.5
chr7,101700047,101700758,712,101700517,250.72,187.621,13.2486,183.047,replikate2_peak_24414,101700402.5
chr7,101722502,101722860,359,101722681,11.16,9.08008,6.08115,6.44397,replikate2_peak_24415,101722681
chr7,101729404,101729904,501,101729625,97.03,74.163,12.2533,70.556,replikate2_peak_24416,101729654
chr7,101751691,101751987,297,101751896,43.79,20.2072,5.59882,17.271,replikate2_peak_24417,101751839
chr7,101804832,101805135,304,101805013,14.6,12.3478,7.68659,9.59591,replikate2_peak_24418,101804983.5
chr7,101824461,101824717,257,101824694,18.03,7.28745,3.80628,4.71971,replikate2_peak_24419,101824589
chr7,101882835,101883615,781,101883351,214.66,55.583,3.65525,52.1636,replikate2_peak_24420,101883225
chr7,101885056,101885381,326,101885213,38.64,19.7683,6.10118,16.8419,replikate2_peak_24421,101885218.5
chr7,101911234,101911916,683,101911684,17.17,11.2084,6.05759,8.49558,replikate2_peak_24422,101911575
chr7,101944523,101945617,1095,101945138,230.12,230.715,23.1115,225.769,replikate2_peak_24423,101945070
chr7,101968679,101969110,432,101968898,66.12,61.3331,15.6515,57.8526,replikate2_peak_24424,101968894.5
chr7,101970807,101971756,950,101971172,108.19,102.123,18.1981,98.2697,replikate2_peak_24425,101971281.5
chr7,101972718,101973564,847,101973271,303.96,220.398,12.7066,215.541,replikate2_peak_24426,101973141
chr7,101975555,101976014,460,101975799,90.16,61.3847,10.1286,57.9037,replikate2_peak_24427,101975784.5
chr7,101984185,101984584,400,101984404,84.15,44.6493,7.09555,41.3528,replikate2_peak_24428,101984384.5
chr7,101991768,101992244,477,101991996,66.97,75.2486,22.658,71.6312,replikate2_peak_24429,101992006
chr7,102004091,102004674,584,102004363,363.2,213.578,9.10511,208.779,replikate2_peak_24430,102004382.5
chr7,102012944,102013379,436,102013184,56.67,28.5417,6.4078,25.4641,replikate2_peak_24431,102013161.5
chr7,102022504,102022916,413,102022698,132.23,76.2152,8.3269,72.5899,replikate2_peak_24432,102022710
chr7,102101022,102101584,563,102101202,33.49,19.6848,6.89739,16.7597,replikate2_peak_24433,102101303
chr7,102134532,102134821,290,102134596,21.47,7.73977,3.74433,5.15565,replikate2_peak_24434,102134676.5
chr7,102317117,102317721,605,102317427,121.07,146.078,30.517,141.849,replikate2_peak_24435,102317419
chr7,102385961,102386357,397,102386135,36.06,19.3873,6.17714,16.4688,replikate2_peak_24436,102386159
chr7,102409803,102410109,307,102409950,16.31,10.2513,5.77138,7.56611,replikate2_peak_24437,102409956
chr7,102416000,102416515,516,102416245,183.75,104.128,8.39767,100.257,replikate2_peak_24438,102416257.5
chr7,102426734,102427308,575,102427011,121.07,145.872,30.4258,141.646,replikate2_peak_24439,102427021
chr7,102983693,102983974,282,102983832,14.6,8.41215,5.19896,5.79785,replikate2_peak_24440,102983833.5
chr7,102992966,102993517,552,102993251,231.83,147.688,10.1232,143.448,replikate2_peak_24441,102993241.5
chr7,103373230,103373514,285,103373334,26.62,10.7452,4.40405,8.04653,replikate2_peak_24442,103373372
chr7,103392079,103392507,429,103392306,337.45,94.2922,3.93541,90.506,replikate2_peak_24443,103392293
chr7,103393121,103393458,338,103393295,42.07,14.0129,3.91576,11.2192,replikate2_peak_24444,103393289.5
chr7,103487395,103487778,384,103487622,36.92,16.8787,5.41736,14.0171,replikate2_peak_24445,103487586.5
chr7,103489029,103489311,283,103489199,24.04,11.8043,5.00838,9.07217,replikate2_peak_24446,103489170
chr7,103610493,103610979,487,103610732,76.42,51.0886,9.67736,47.7164,replikate2_peak_24447,103610736
chr7,104228408,104228696,289,104228547,62.68,12.9464,2.89458,10.1803,replikate2_peak_24448,104228552
chr7,104271447,104272257,811,104271671,66.12,80.1563,25.0271,76.4958,replikate2_peak_24449,104271852
chr7,104362916,104363304,389,104363100,50.66,31.6169,8.23787,28.4916,replikate2_peak_24450,104363110
chr7,104550439,104550953,515,104550707,19.75,15.3182,8.1975,12.4895,replikate2_peak_24451,104550696
chr7,105006465,105006767,303,105006664,51.52,22.1142,5.25184,19.1424,replikate2_peak_24452,105006616
chr7,105261859,105262207,349,105262058,22.32,8.40735,3.88744,5.79552,replikate2_peak_24453,105262033
chr7,105283939,105284465,527,105284202,151.12,185.672,33.6997,181.116,replikate2_peak_24454,105284202
chr7,105298400,105298662,263,105298541,41.21,13.3765,3.8377,10.5982,replikate2_peak_24455,105298531
chr7,105304427,105305050,624,105304743,121.93,72.6908,8.78048,69.0976,replikate2_peak_24456,105304738.5
chr7,105312383,105312756,374,105312582,124.5,38.9563,4.18342,35.7291,replikate2_peak_24457,105312569.5
chr7,105316447,105316909,463,105316661,223.25,107.425,6.79534,103.526,replikate2_peak_24458,105316678
chr7,105366751,105367164,414,105366922,38.64,28.9709,9.90969,25.884,replikate2_peak_24459,105366957.5
chr7,105378112,105378410,299,105378234,44.65,23.6063,6.52132,20.6084,replikate2_peak_24460,105378261
chr7,105571342,105571648,307,105571491,19.75,16.9316,9.2012,14.0669,replikate2_peak_24461,105571495
chr7,105581425,105581813,389,105581640,65.26,86.7622,29.3821,83.0417,replikate2_peak_24462,105581619
chr7,105601271,105601541,271,105601408,17.17,11.2084,6.05759,8.49558,replikate2_peak_24463,105601406
chr7,105639289,105641073,1785,105640137,339.16,341.596,24.2973,335.667,replikate2_peak_24464,105640181
chr7,105648793,105649083,291,105648938,21.47,14.201,6.89352,11.405,replikate2_peak_24465,105648938
chr7,105650052,105650747,696,105650348,96.17,71.4899,11.7366,67.9096,replikate2_peak_24466,105650399.5
chr7,105656787,105657178,392,105656985,82.43,62.5832,11.9185,59.0901,replikate2_peak_24467,105656982.5
chr7,105674338,105674690,353,105674530,19.75,15.4515,8.27961,12.6204,replikate2_peak_24468,105674514
chr7,105734311,105734740,430,105734529,30.91,14.3451,5.3185,11.5409,replikate2_peak_24469,105734525.5
chr7,105770389,105770650,262,105770496,21.47,13.2981,6.40056,10.5204,replikate2_peak_24470,105770519.5
chr7,105830421,105830695,275,105830553,39.5,10.8989,3.37478,8.1977,replikate2_peak_24471,105830558
chr7,105887737,105888291,555,105888064,49.8,41.9036,12.7003,38.6396,replikate2_peak_24472,105888014
chr7,105935187,105935801,615,105935495,97.88,80.2942,14.1264,76.6323,replikate2_peak_24473,105935494
chr7,105937481,105937871,391,105937646,39.5,33.3171,11.7051,30.1671,replikate2_peak_24474,105937676
chr7,105940120,105940586,467,105940343,116.77,79.9033,10.7068,76.2456,replikate2_peak_24475,105940353
chr7,105964625,105965254,630,105964973,149.4,226.799,54.5532,221.892,replikate2_peak_24476,105964939.5
chr7,105999101,105999449,349,105999308,53.24,31.8989,7.74795,28.7686,replikate2_peak_24477,105999275
chr7,106009066,106009698,633,106009438,145.97,185.704,36.7422,181.147,replikate2_peak_24478,106009382
chr7,106058560,106059014,455,106058756,38.64,18.4972,5.66268,15.5977,replikate2_peak_24479,106058787
chr7,106065029,106066016,988,106065342,75.56,75.3905,18.7313,71.7716,replikate2_peak_24480,106065522.5
chr7,106069033,106069597,565,106069304,206.07,112.492,7.96436,108.549,replikate2_peak_24481,106069315
chr7,106070115,106070614,500,106070381,83.29,70.6848,14.2994,67.1122,replikate2_peak_24482,106070364.5
chr7,106071952,106072862,911,106072537,175.16,96.6512,8.00738,92.8451,replikate2_peak_24483,106072407
chr7,106134063,106134524,462,106134302,45.51,50.2005,18.5586,46.8382,replikate2_peak_24484,106134293.5
chr7,106217312,106217562,251,106217382,30.05,9.27005,3.45026,6.624,replikate2_peak_24485,106217437
chr7,106239407,106239710,304,106239586,38.64,14.4672,4.40431,11.6615,replikate2_peak_24486,106239558.5
chr7,106313520,106313780,261,106313675,35.2,16.0341,5.15436,13.1911,replikate2_peak_24487,106313650
chr7,106365310,106365684,375,106365510,66.12,44.9915,9.58789,41.691,replikate2_peak_24488,106365497
chr7,106375954,106376376,423,106376170,66.12,55.9348,13.423,52.51,replikate2_peak_24489,106376165
chr7,106417374,106417799,426,106417574,48.08,39.0047,11.5139,35.7767,replikate2_peak_24490,106417586.5
chr7,106418198,106418492,295,106418346,23.18,11.0053,4.83665,8.29984,replikate2_peak_24491,106418345
chr7,106430096,106430428,333,106430268,32.63,13.7817,4.80404,10.9906,replikate2_peak_24492,106430262
chr7,107051403,107051848,446,107051619,70.41,38.0292,7.14084,34.8146,replikate2_peak_24493,107051625.5
chr7,107090270,107090783,514,107090531,65.26,73.6123,22.0268,70.0099,replikate2_peak_24494,107090526.5
chr7,107103411,107103689,279,107103518,24.9,8.23007,3.70008,5.62202,replikate2_peak_24495,107103550
chr7,107145091,107145393,303,107145185,21.47,7.73977,3.74433,5.15565,replikate2_peak_24496,107145242
chr7,107949087,107949801,715,107949567,125.36,38.17,4.07617,34.9542,replikate2_peak_24497,107949444
chr7,107951738,107952173,436,107951929,60.96,37.73,8.5173,34.5197,replikate2_peak_24498,107951955.5
chr7,107952404,107952786,383,107952605,91.02,28.0296,4.00069,24.9574,replikate2_peak_24499,107952595
chr7,107996146,107996730,585,107996414,163.14,50.8221,4.20876,47.4535,replikate2_peak_24500,107996438
chr7,108015092,108015358,267,108015241,105.61,18.1483,2.66532,15.2573,replikate2_peak_24501,108015225
chr7,108028030,108028365,336,108028210,151.12,39.6455,3.62192,36.4105,replikate2_peak_24502,108028197.5
chr7,108049271,108049527,257,108049356,48.94,11.5167,3.1214,8.79471,replikate2_peak_24503,108049399
chr7,108091264,108091699,436,108091488,289.36,80.995,3.9238,77.3252,replikate2_peak_24504,108091481.5
chr7,108103564,108103857,294,108103752,36.06,6.61607,2.47086,4.08812,replikate2_peak_24505,108103710.5
chr7,108193927,108194613,687,108194088,24.9,10.6969,4.69383,7.99903,replikate2_peak_24506,108194270
chr7,108199984,108200364,381,108200170,183.75,81.7873,6.15829,78.1098,replikate2_peak_24507,108200174
chr7,108201560,108202093,534,108201829,166.58,59.0881,4.78789,55.6295,replikate2_peak_24508,108201826.5
chr7,108235183,108235470,288,108235277,26.62,8.13604,3.45223,5.53506,replikate2_peak_24509,108235326.5
chr7,108299308,108299736,429,108299491,164.86,37.9809,3.31717,34.7676,replikate2_peak_24510,108299522
chr7,108325037,108325475,439,108325296,81.57,79.4286,18.2921,75.7744,replikate2_peak_24511,108325256
chr7,108351556,108351982,427,108351757,311.69,71.425,3.36222,67.8451,replikate2_peak_24512,108351769
chr7,108421764,108422027,264,108421843,24.9,11.2135,4.91751,8.5003,replikate2_peak_24513,108421895.5
chr7,108477834,108478380,547,108478100,109.91,77.1062,11.0906,73.4725,replikate2_peak_24514,108478107
chr7,108484999,108485249,251,108485088,35.2,8.70635,3.01702,6.0844,replikate2_peak_24515,108485124
chr7,108581577,108582483,907,108582037,157.99,109.874,11.3564,105.955,replikate2_peak_24516,108582030
chr7,108613704,108614065,362,108613868,93.59,24.1823,3.5034,21.1774,replikate2_peak_24517,108613884.5
chr7,108618210,108618737,528,108618512,50.66,32.6708,8.60995,29.5315,replikate2_peak_24518,108618473.5
chr7,108804040,108804290,251,108804172,15.46,11.0894,6.56644,8.38225,replikate2_peak_24519,108804165
chr7,108815747,108816144,398,108815965,67.83,24.4398,4.58883,21.4286,replikate2_peak_24520,108815945.5
chr7,108899654,108899944,291,108899837,16.31,9.75254,5.48159,7.09205,replikate2_peak_24521,108899799
chr7,109124920,109125395,476,109125136,189.76,113.428,9.08378,109.478,replikate2_peak_24522,109125157.5
chr7,109125743,109126052,310,109125922,18.89,7.28745,3.97801,4.71971,replikate2_peak_24523,109125897.5
chr7,109335612,109335867,256,109335751,60.1,15.8929,3.39471,13.0526,replikate2_peak_24524,109335739.5
chr7,109599736,109600122,387,109599943,96.17,21.5733,3.13444,18.6117,replikate2_peak_24525,109599929
chr7,109660096,109660351,256,109660279,25.76,8.87152,3.82274,6.24503,replikate2_peak_24526,109660223.5
chr7,109844992,109845374,383,109845181,118.49,38.0295,4.26758,34.8146,replikate2_peak_24527,109845183
chr7,109916980,109917371,392,109917182,42.07,14.0129,3.91576,11.2192,replikate2_peak_24528,109917175.5
chr7,109947201,109947770,570,109947449,308.25,87.2355,3.96476,83.5113,replikate2_peak_24529,109947485.5
chr7,110136160,110136563,404,110136346,60.96,43.2033,10.3272,39.9228,replikate2_peak_24530,110136361.5
chr7,110153214,110153604,391,110153452,39.5,22.068,6.74957,19.0968,replikate2_peak_24531,110153409
chr7,110171281,110171656,376,110171478,31.77,17.8356,6.55393,14.9482,replikate2_peak_24532,110171468.5
chr7,110209852,110210192,341,110209990,29.19,8.67725,3.35486,6.05592,replikate2_peak_24533,110210022
chr7,110224613,110224911,299,110224755,72.98,26.2121,4.62402,23.1696,replikate2_peak_24534,110224762
chr7,110229361,110229807,447,110229541,57.53,24.035,5.18367,21.0324,replikate2_peak_24535,110229584
chr7,110281289,110281779,491,110281535,161.42,119.441,12.4942,115.438,replikate2_peak_24536,110281534
chr7,110283035,110283590,556,110283275,279.06,44.6899,2.64205,41.3929,replikate2_peak_24537,110283312.5
chr7,110318005,110318388,384,110318232,123.64,46.3623,4.98576,43.0453,replikate2_peak_24538,110318196.5
chr7,110382684,110383194,511,110382924,81.57,34.6946,5.50471,31.525,replikate2_peak_24539,110382939
chr7,110386802,110387395,594,110387029,47.23,26.2919,6.88931,23.2487,replikate2_peak_24540,110387098.5
chr7,110397927,110398192,266,110398076,18.03,11.1293,5.75106,8.42076,replikate2_peak_24541,110398059.5
chr7,110405525,110405804,280,110405662,26.62,12.8055,5.24356,10.0406,replikate2_peak_24542,110405664.5
chr7,110407324,110407579,256,110407502,74.7,11.4236,2.44199,8.70372,replikate2_peak_24543,110407451.5
chr7,110507290,110507619,330,110507403,25.76,4.75251,2.43265,2.34008,replikate2_peak_24544,110507454.5
chr7,110522757,110523164,408,110522971,111.62,43.238,5.11923,39.9572,replikate2_peak_24545,110522960.5
chr7,110534505,110535101,597,110534876,175.16,45.1071,3.59515,41.8051,replikate2_peak_24546,110534803
chr7,110575405,110575925,521,110575694,109.91,64.6529,8.53122,61.1382,replikate2_peak_24547,110575665
chr7,110595783,110596160,378,110595985,31.77,22.4673,8.71302,19.4911,replikate2_peak_24548,110595971.5
chr7,110677411,110677727,317,110677576,197.49,50.5978,3.60886,47.2312,replikate2_peak_24549,110677569
chr7,110678573,110678924,352,110678750,98.74,29.6334,3.98974,26.5366,replikate2_peak_24550,110678748.5
chr7,110758438,110758845,408,110758645,64.4,32.7357,6.53979,29.5957,replikate2_peak_24551,110758641.5
chr7,110758991,110759526,536,110759279,198.35,139.889,11.7262,135.715,replikate2_peak_24552,110759258.5
chr7,110760601,110761093,493,110760849,186.32,126.896,11.0191,122.832,replikate2_peak_24553,110760847
chr7,110761516,110762002,487,110761832,42.07,27.0066,7.98764,23.9509,replikate2_peak_24554,110761759
chr7,110766956,110767329,374,110767120,101.32,30.1301,3.93536,27.026,replikate2_peak_24555,110767142.5
chr7,110835205,110835469,265,110835415,17.17,8.44714,4.5432,5.83004,replikate2_peak_24556,110835337
chr7,110870039,110870308,270,110870130,30.91,8.10064,3.1911,5.50069,replikate2_peak_24557,110870173.5
chr7,111164502,111164816,315,111164649,15.46,6.9063,4.11388,4.36344,replikate2_peak_24558,111164659
chr7,111499109,111499548,440,111499326,92.73,43.4836,6.24887,40.2003,replikate2_peak_24559,111499328.5
chr7,111529590,111529952,363,111529745,131.37,41.9866,4.27006,38.7212,replikate2_peak_24560,111529771
chr7,111569021,111569483,463,111569241,43.79,48.5154,18.6193,45.1745,replikate2_peak_24561,111569252
chr7,111587150,111587538,389,111587335,76.42,51.0886,9.67736,47.7164,replikate2_peak_24562,111587344
chr7,111664053,111664567,515,111664327,78.14,45.4234,7.91362,42.1166,replikate2_peak_24563,111664310
chr7,111680576,111681047,472,111680812,42.07,33.5372,10.7683,30.3834,replikate2_peak_24564,111680811.5
chr7,111750177,111750467,291,111750317,67.83,17.5518,3.44162,14.6697,replikate2_peak_24565,111750322
chr7,111873296,111873669,374,111873472,19.75,7.99138,4.14974,5.40036,replikate2_peak_24566,111873482.5
chr7,111916138,111916537,400,111916318,46.37,41.6948,13.4947,38.4347,replikate2_peak_24567,111916337.5
chr7,111920354,111920628,275,111920503,46.37,16.6548,4.30605,13.7964,replikate2_peak_24568,111920491
chr7,111958912,111959165,254,111959089,40.36,12.7502,3.75964,9.98684,replikate2_peak_24569,111959038.5
chr7,111982204,111982632,429,111982391,210.37,63.4643,4.14444,59.9609,replikate2_peak_24570,111982418
chr7,112084629,112085602,974,112085283,307.39,214.61,11.8613,209.801,replikate2_peak_24571,112085115.5
chr7,112087304,112087592,289,112087440,22.32,8.40735,3.88744,5.79552,replikate2_peak_24572,112087448
chr7,112137488,112138064,577,112137699,40.36,34.2012,11.7823,31.0389,replikate2_peak_24573,112137776
chr7,112144310,112144785,476,112144578,48.08,54.7115,19.5865,51.2996,replikate2_peak_24574,112144547.5
chr7,112160327,112161055,729,112160782,293.65,154.604,7.75407,150.307,replikate2_peak_24575,112160691
chr7,112211477,112211891,415,112211667,30.05,20.3845,7.76309,17.4433,replikate2_peak_24576,112211684
chr7,112422783,112423293,511,112422971,66.12,29.4895,5.59294,26.3952,replikate2_peak_24577,112423038
chr7,112481843,112482145,303,112481993,103.04,30.0241,3.85321,26.9217,replikate2_peak_24578,112481994
chr7,112572782,112573081,300,112572929,146.83,20.6823,2.4234,17.7365,replikate2_peak_24579,112572931.5
chr7,113171350,113171823,474,113171574,188.9,55.3033,4.04044,51.8864,replikate2_peak_24580,113171586.5
chr7,113247170,113247455,286,113247309,106.47,31.859,3.98042,28.73,replikate2_peak_24581,113247312.5
chr7,113280416,113280813,398,113280629,90.16,31.9158,4.55786,28.7852,replikate2_peak_24582,113280614.5
chr7,113281163,113281961,799,113281603,383.81,91.0371,3.46677,87.2788,replikate2_peak_24583,113281562
chr7,113287314,113287754,441,113287530,94.45,40.4924,5.61472,37.247,replikate2_peak_24584,113287534
chr7,113391872,113392184,313,113392031,61.82,15.3432,3.30642,12.5141,replikate2_peak_24585,113392028
chr7,113401915,113402262,348,113402095,40.36,31.1672,10.3081,28.0488,replikate2_peak_24586,113402088.5
chr7,113419200,113419585,386,113419392,46.37,38.2629,11.8416,35.0454,replikate2_peak_24587,113419392.5
chr7,113452257,113452607,351,113452389,24.9,17.2845,7.94739,14.4132,replikate2_peak_24588,113452432
chr7,113804670,113804990,321,113804853,24.04,14.4742,6.24175,11.6681,replikate2_peak_24589,113804830
chr7,114530057,114530461,405,114530261,89.3,52.4644,8.20895,49.0775,replikate2_peak_24590,114530259
chr7,115047877,115048445,569,115048094,133.95,55.7358,5.62282,52.3152,replikate2_peak_24591,115048161
chr7,115192592,115192842,251,115192654,18.03,9.22469,4.74363,6.58501,replikate2_peak_24592,115192717
chr7,115349777,115350027,251,115349832,12.88,9.01644,6.15503,6.3858,replikate2_peak_24593,115349902
chr7,115678003,115678373,371,115678225,31.77,20.3565,7.68699,17.4179,replikate2_peak_24594,115678188
chr7,115840665,115841001,337,115840871,85.86,33.6907,5.10964,30.5341,replikate2_peak_24595,115840833
chr7,116210150,116210415,266,116210270,29.19,16.0393,6.03875,13.1953,replikate2_peak_24596,116210282.5
chr7,116218219,116218551,333,116218346,91.02,25.4093,3.68063,22.3835,replikate2_peak_24597,116218385
chr7,116231742,116232177,436,116232087,17.17,5.26629,3.0288,2.80334,replikate2_peak_24598,116231959.5
chr7,116271975,116272281,307,116272152,30.91,10.9936,4.10326,8.28959,replikate2_peak_24599,116272128
chr7,116272497,116272825,329,116272672,91.02,28.0296,4.00069,24.9574,replikate2_peak_24600,116272661
chr7,116273203,116273642,440,116273415,227.54,72.882,4.39499,69.2878,replikate2_peak_24601,116273422.5
chr7,116283961,116284216,256,116284085,18.03,17.4972,9.51571,14.616,replikate2_peak_24602,116284088.5
chr7,116316299,116316705,407,116316496,147.69,74.4785,7.08028,70.8687,replikate2_peak_24603,116316502
chr7,116317126,116317664,539,116317401,200.06,128.379,10.0531,124.303,replikate2_peak_24604,116317395
chr7,116339566,116340041,476,116339807,173.45,117.644,10.9028,113.657,replikate2_peak_24605,116339803.5
chr7,116354727,116355229,503,116354990,65.26,26.636,5.09666,23.5875,replikate2_peak_24606,116354978
chr7,116369359,116369649,291,116369561,32.63,10.4957,3.73648,7.80463,replikate2_peak_24607,116369504
chr7,116399699,116400212,514,116399931,57.53,68.7001,23.3555,65.1457,replikate2_peak_24608,116399955.5
chr7,116416803,116417117,315,116416949,16.31,11.8148,6.70753,9.08269,replikate2_peak_24609,116416960
chr7,116417929,116418683,755,116418150,141.68,113.809,14.2675,109.854,replikate2_peak_24610,116418306
chr7,116426362,116426994,633,116426642,344.31,122.851,4.93306,118.821,replikate2_peak_24611,116426678
chr7,116428207,116428481,275,116428285,28.34,13.1577,5.04109,10.3867,replikate2_peak_24612,116428344
chr7,116441955,116442435,481,116442217,234.41,128.75,8.11753,124.669,replikate2_peak_24613,116442195
chr7,116447458,116447730,273,116447612,50.66,10.6507,2.86998,7.95333,replikate2_peak_24614,116447594
chr7,116448136,116448393,258,116448217,23.18,11.0053,4.83665,8.29984,replikate2_peak_24615,116448264.5
chr7,116477152,116477820,669,116477335,30.91,16.9306,6.3822,14.0666,replikate2_peak_24616,116477486
chr7,116514514,116514777,264,116514659,34.35,13.3826,4.4182,10.6037,replikate2_peak_24617,116514645.5
chr7,116527188,116527637,450,116527436,50.66,29.0576,7.37996,25.9688,replikate2_peak_24618,116527412.5
chr7,116687059,116687348,290,116687209,16.31,13.3879,7.67811,10.6081,replikate2_peak_24619,116687203.5
chr7,116710616,116710867,252,116710695,23.18,13.5528,6.02773,10.7694,replikate2_peak_24620,116710741.5
chr7,116741756,116742263,508,116742031,28.34,31.3661,14.6675,28.2447,replikate2_peak_24621,116742009.5
chr7,116810249,116810910,662,116810612,121.93,145.872,30.6398,141.646,replikate2_peak_24622,116810579.5
chr7,116943446,116943750,305,116943609,26.62,16.4086,6.90445,13.554,replikate2_peak_24623,116943598
chr7,116999500,116999819,320,116999620,27.48,14.2995,5.69529,11.4984,replikate2_peak_24624,116999659.5
chr7,117018758,117019027,270,117018851,6.87,4.67211,4.36397,2.26433,replikate2_peak_24625,117018892.5
chr7,117026870,117027156,287,117027015,10.3,9.41099,6.54403,6.75706,replikate2_peak_24626,117027013
chr7,117032578,117032868,291,117032690,38.64,18.4972,5.66268,15.5977,replikate2_peak_24627,117032723
chr7,117036177,117036593,417,117036406,56.67,50.6917,14.4175,47.3236,replikate2_peak_24628,117036385
chr7,117044552,117044882,331,117044681,14.6,12.201,7.59267,9.45326,replikate2_peak_24629,117044717
chr7,117124352,117124965,614,117124715,306.53,204.123,10.9834,199.404,replikate2_peak_24630,117124658.5
chr7,117127893,117128178,286,117128036,24.9,14.1599,6.29816,11.3649,replikate2_peak_24631,117128035.5
chr7,117154524,117154807,284,117154655,9.45,8.22561,6.04493,5.62202,replikate2_peak_24632,117154665.5
chr7,117169896,117170245,350,117170105,19.75,19.64,10.8997,16.7159,replikate2_peak_24633,117170070.5
chr7,117171157,117171581,425,117171386,27.48,21.8929,9.49215,18.925,replikate2_peak_24634,117171369
chr7,117202992,117203371,380,117203200,12.88,10.1966,6.93979,7.51667,replikate2_peak_24635,117203181.5
chr7,117407608,117407858,251,117407743,15.46,11.0894,6.56644,8.38225,replikate2_peak_24636,117407733
chr7,117516342,117516635,294,117516425,12.88,4.79185,3.4699,2.37063,replikate2_peak_24637,117516488.5
chr7,117588277,117588635,359,117588406,36.92,9.23779,3.16012,6.59692,replikate2_peak_24638,117588456
chr7,117665383,117665712,330,117665554,83.29,23.1819,3.6647,20.1914,replikate2_peak_24639,117665547.5
chr7,117691726,117692016,291,117691867,50.66,16.2507,3.97382,13.4013,replikate2_peak_24640,117691871
chr7,117718530,117718780,251,117718711,14.6,11.1466,6.91657,8.43701,replikate2_peak_24641,117718655
chr7,120587410,120587685,276,120587506,8.59,7.08752,5.54984,4.52825,replikate2_peak_24642,120587547.5
chr7,120674108,120674477,370,120674271,78.14,77.7749,18.5635,74.1346,replikate2_peak_24643,120674292.5
chr7,120717028,120717598,571,120717322,117.63,91.5502,13.1815,87.7877,replikate2_peak_24644,120717313
chr7,120721232,120721581,350,120721520,28.34,6.11664,2.66683,3.60513,replikate2_peak_24645,120721406.5
chr7,121328517,121329113,597,121328802,65.26,62.5289,16.5641,59.0365,replikate2_peak_24646,121328815
chr7,121396475,121396888,414,121396687,144.25,84.2066,8.5442,80.5086,replikate2_peak_24647,121396681.5
chr7,121420986,121421452,467,121421226,101.32,46.0382,6.01879,42.7253,replikate2_peak_24648,121421219
chr7,121544780,121545043,264,121544885,41.21,13.3765,3.8377,10.5982,replikate2_peak_24649,121544911.5
chr7,121575338,121575600,263,121575465,44.65,10.4263,3.04328,7.73727,replikate2_peak_24650,121575469
chr7,122616963,122617361,399,122617191,18.03,17.4972,9.51571,14.616,replikate2_peak_24651,122617162
chr7,122679305,122679748,444,122679522,31.77,35.8411,16.3848,32.6545,replikate2_peak_24652,122679526.5
chr7,122825096,122825364,269,122825315,17.17,6.60524,3.63456,4.07763,replikate2_peak_24653,122825230
chr7,122825661,122825928,268,122825725,24.04,13.7094,5.87424,10.9219,replikate2_peak_24654,122825794.5
chr7,122843358,122843686,329,122843542,24.04,17.2845,7.68392,14.4132,replikate2_peak_24655,122843522
chr7,122844529,122844878,350,122844706,84.15,29.4673,4.4814,26.3736,replikate2_peak_24656,122844703.5
chr7,122893596,122894042,447,122893827,85.01,60.7095,10.7507,57.2345,replikate2_peak_24657,122893819
chr7,122971419,122971713,295,122971565,29.19,13.5501,5.03229,10.767,replikate2_peak_24658,122971566
chr7,123185038,123185438,401,123185237,115.06,36.1047,4.14492,32.9142,replikate2_peak_24659,123185238
chr7,123191414,123191702,289,123191577,138.24,30.4468,3.16457,27.3382,replikate2_peak_24660,123191558
chr7,123199072,123199338,267,123199200,21.47,11.7967,5.6165,9.06695,replikate2_peak_24661,123199205
chr7,123242702,123242991,290,123242884,59.25,15.3354,3.34701,12.5063,replikate2_peak_24662,123242846.5
chr7,123281979,123282503,525,123282226,51.52,38.3027,10.5037,35.0844,replikate2_peak_24663,123282241
chr7,123319916,123320268,353,123320094,17.17,16.2172,9.08639,13.3691,replikate2_peak_24664,123320092
chr7,123455985,123456351,367,123456149,27.48,5.64714,2.58877,3.16801,replikate2_peak_24665,123456168
chr7,123600965,123601524,560,123601350,38.64,21.1635,6.60646,18.2102,replikate2_peak_24666,123601244.5
chr7,123660396,123660722,327,123660546,30.91,9.27005,3.54567,6.624,replikate2_peak_24667,123660559
chr7,123773540,123773866,327,123773687,52.38,9.1639,2.54176,6.52577,replikate2_peak_24668,123773703
chr7,123798115,123798433,319,123798252,88.44,23.6679,3.57759,20.6692,replikate2_peak_24669,123798274
chr7,123900993,123901557,565,123901229,250.72,27.3545,2.17002,24.2938,replikate2_peak_24670,123901275
chr7,123924971,123925280,310,123925132,22.32,10.2238,4.66492,7.54173,replikate2_peak_24671,123925125.5
chr7,123935328,123935661,334,123935519,89.3,43.4961,6.44989,40.2127,replikate2_peak_24672,123935494.5
chr7,124034753,124035122,370,124034907,167.43,61.5296,4.95396,58.0462,replikate2_peak_24673,124034937.5
chr7,124052045,124052295,251,124052170,25.76,8.87152,3.82274,6.24503,replikate2_peak_24674,124052170
